Time,Net_Worth
2026-02-12 19:06:18,4903.03680976
2026-02-12 19:07:18,4902.22937063
2026-02-12 19:08:19,4902.61542606
2026-02-12 19:09:19,4903.16742606
2026-02-12 19:10:19,4904.74705867
2026-02-12 19:11:30,4905.69980323
2026-02-12 19:12:30,4903.82142606
2026-02-12 19:13:30,4905.11142606
2026-02-12 19:14:31,4905.60342606
2026-02-12 19:15:31,4907.55306302
2026-02-12 19:16:31,4907.4583901900005
2026-02-12 19:17:31,4908.05243693
2026-02-12 19:18:32,4906.35942606
2026-02-12 19:19:32,4903.72459128
2026-02-12 19:20:32,4902.06342606
2026-02-12 19:21:32,4904.21255106
2026-02-12 19:22:32,4901.30142606
2026-02-12 19:23:33,4900.6903315
2026-02-12 19:24:33,4901.0434260600005
2026-02-12 19:25:33,4899.74817389
2026-02-12 19:26:33,4901.3118391
2026-02-12 19:27:34,4901.84742606
2026-02-12 19:28:34,4904.99964345
2026-02-12 19:29:34,4906.69703476
2026-02-12 19:30:34,4906.28142606
2026-02-12 19:31:35,4905.92711084
2026-02-12 19:32:35,4905.46651193
2026-02-12 19:33:35,4901.47754997
2026-02-12 19:34:35,4899.82542606
2026-02-12 19:35:36,4900.91742606
2026-02-12 19:36:36,4900.48583693
2026-02-12 19:37:36,4900.07482823
2026-02-12 19:38:36,4901.28654563
2026-02-12 19:39:36,4901.29800985
2026-02-12 19:40:37,4902.14142606
2026-02-12 19:41:37,4903.2456271500005
2026-02-12 19:42:37,4900.89134454
2026-02-12 19:43:37,4900.98942606
2026-02-12 19:44:37,4901.37942606
2026-02-12 20:10:44,4896.47859345
2026-02-12 20:11:55,4896.3874260600005
2026-02-12 20:12:55,4896.24942606
2026-02-12 20:13:56,4897.1755065
2026-02-12 20:14:56,4899.00083258
2026-02-12 20:15:56,4904.28342606
2026-02-12 20:16:56,4907.14542606
2026-02-12 20:17:56,4910.36653693
2026-02-12 21:34:00,4918.38942606
2026-02-12 21:35:01,4918.78542606
2026-02-12 21:36:02,4904.75323367
2026-02-12 21:37:02,4895.91942606
2026-02-12 21:38:03,4901.00742606
2026-02-12 21:39:03,4901.46787171
2026-02-12 21:40:03,4901.54142606
2026-02-12 21:41:04,4902.18137715
2026-02-12 21:42:04,4901.93693802
2026-02-12 21:43:04,4894.2628978
2026-02-12 21:44:04,4895.08224671
2026-02-12 21:45:05,4886.38542606
2026-02-12 21:46:06,4879.40720314
2026-02-12 21:47:06,4885.97142606
2026-02-12 21:48:07,4892.95622606
2026-02-12 21:49:07,4885.64087715
2026-02-12 21:50:07,4887.87342606
2026-02-12 21:51:08,4900.76742606
2026-02-12 21:52:08,4890.45671845
2026-02-12 21:53:08,4898.26542606
2026-02-12 21:54:09,4903.16142606
2026-02-12 21:55:09,4906.31316954
2026-02-12 21:56:09,4901.73127606
2026-02-12 21:57:10,4894.72091736
2026-02-12 21:58:10,4890.89763693
2026-02-12 21:59:10,4891.53942606
2026-02-12 22:00:10,4885.76142606
2026-02-12 22:24:53,5000.0
2026-02-12 22:26:05,4999.20657719
2026-02-12 22:27:27,4995.36800033
2026-02-12 22:28:27,4997.20660033
2026-02-12 22:29:28,5002.71924499
2026-02-12 22:30:28,5009.35516606
2026-02-12 22:31:28,5007.5942366300005
2026-02-12 22:32:28,5003.97094894
2026-02-12 22:33:28,4995.49166832
2026-02-12 22:34:29,4992.33806832
2026-02-12 22:35:29,4993.39380513
2026-02-12 22:36:29,4986.43617031
2026-02-12 22:37:29,4987.44506349
2026-02-12 22:38:29,4977.57913215
2026-02-12 22:40:27,4974.24220513
2026-02-12 22:41:28,4975.18180513
2026-02-12 22:42:28,4971.83520513
2026-02-12 22:43:28,4981.28720034
2026-02-12 22:44:28,4981.18142705
2026-02-12 22:45:29,4975.43941453
2026-02-12 22:46:29,4980.05719266
2026-02-12 22:47:29,4978.3119400900005
2026-02-12 22:48:29,4978.81725038
2026-02-12 22:49:29,4980.27420513
2026-02-12 22:50:30,4982.5548681
2026-02-12 22:51:30,4976.14711636
2026-02-12 22:52:30,4976.63536393
2026-02-12 22:53:30,4976.23740513
2026-02-12 22:54:31,4970.24600513
2026-02-12 22:55:31,4963.84327795
2026-02-12 22:56:31,4963.28600513
2026-02-12 22:57:32,4963.0362773
2026-02-12 22:58:32,4964.88100513
2026-02-12 22:59:32,4960.13660513
2026-02-12 23:00:33,4965.4828255699995
2026-02-12 23:01:33,4961.14743346
2026-02-12 23:02:33,4957.9404262200005
2026-02-12 23:03:33,4959.63542893
2026-02-12 23:04:34,4961.0554389
2026-02-12 23:05:34,4964.44827223
2026-02-12 23:06:34,4948.32042893
2026-02-12 23:07:34,4942.27319343
2026-02-12 23:08:35,4938.37542893
2026-02-12 23:09:35,4945.54951665
2026-02-12 23:10:35,4949.666143320001
2026-02-13 13:10:16,4915.213434310001
2026-02-13 13:11:16,4919.15743431
2026-02-13 13:12:17,4916.9896756200005
2026-02-13 13:13:18,4914.26009649
2026-02-13 13:14:20,4915.834386410001
2026-02-13 13:15:20,4915.79143431
2026-02-13 13:16:20,4916.151834310001
2026-02-13 13:17:20,4917.81290308
2026-02-13 13:18:21,4916.636985980001
2026-02-13 13:19:21,4913.30561424
2026-02-13 13:20:21,4914.87343431
2026-02-13 13:21:21,4915.55343431
2026-02-13 13:22:22,4914.36343431
2026-02-13 13:23:22,4905.09269373
